year,month,day,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,date
2023,11,14,Rains increase suffering of those living in makeshift tents in south Gaza,2023-11-14_2334.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,14,US announces third round of sanctions targeting Hamas,2023-11-14_2337.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,14,Yanis Varoufakis on Israel-Gaza: ‘We Europeans have created this’,2023-11-14_2339.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,14,Israeli minister supports ‘voluntary migration’ of Palestinians in Gaza,2023-11-14_2343.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,14,Canadian peace activist Vivian Silver confirmed killed in Hamas attacks,2023-11-14_2351.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,‘Hospitals are not battlegrounds’: World reacts to Israel’s al-Shifa raid,2023-11-15_2312.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,First fuel truck since start of Israel-Hamas war enters Gaza,2023-11-15_2315.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,‘Informed solidarity’: Why India’s Kerala saw mass rallies for Palestinians,2023-11-15_2320.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,Can the US have an honest debate about Palestine and Israel?,2023-11-15_2322.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,Canada’s Justin Trudeau tells Israel to end ‘killing of babies’,2023-11-15_2324.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,"‘No ceasefire’: Israel supporters gather in Washington, DC, amid Gaza war",2023-11-15_2329.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,"Tens of thousands join rally for Israel in Washington, DC",2023-11-15_2330.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,15,Q&A: Australian senator Mehreen Faruqi says she won’t ‘shut up’ on Gaza,2023-11-15_2331.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,16,UN Palestinian agency says ‘deliberate attempt to strangle’ Gaza operations,2023-11-16_2281.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,16,Live on TikTok: Cousin of Palestinian activist beaten by Israeli soldiers,2023-11-16_2287.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,16,"In Gaza, Ahmad lost his family then his legs to Israel’s bombing",2023-11-16_2289.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,16,Western donors cut off funding to Arab groups amid Israel’s war,2023-11-16_2302.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,Can the UN Security Council stop Israel’s war on Gaza?,2023-11-17_2259.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,"As Israel bombs Gaza, Ireland’s enduring support of Palestine gets stronger",2023-11-17_2261.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,Israel-Gaza war: The dangers of weaponising anti-Semitism,2023-11-17_2263.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,"When it comes to Palestine, the Philippines is on the wrong side of history",2023-11-17_2264.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,‘Starvation and disease’ stalk Gaza as fuel shortages block aid: Agencies,2023-11-17_2265.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,Does Israel have the right to self-defence in Gaza?,2023-11-17_2266.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,People across the world protest against Israel’s war on Gaza,2023-11-17_2271.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,17,Fact or Fiction: Israel needs fake nurses to justify killing Gaza babies,2023-11-17_2273.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,"Hamas had not planned to attack music festival, Israeli report says",2023-11-18_2236.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,"Biden writes two different letters on Gaza war, reflecting his US audience",2023-11-18_2237.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,"Thousands rally across Iran to protest Gaza deaths, slam Israel and US",2023-11-18_2240.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,Many killed in Israeli attacks on two schools in northern Gaza,2023-11-18_2243.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,IMF could augment Egypt’s loan programme over effects of Gaza war,2023-11-18_2245.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,Gaza’s food is running out amid Israel’s ‘war of starvation’,2023-11-18_2246.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,Israel agrees to allow ‘minimal’ two trucks of fuel a day into Gaza,2023-11-18_2247.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,"‘Scream to the world, stop genocide’: Indonesian medics rally for Gaza",2023-11-18_2250.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,‘Killing babies won’t bring our babies back’: Kin of Israeli Hamas victims,2023-11-18_2254.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,18,Israel-Hamas war updates: Dozens killed in Israeli strikes on Gaza schools,2023-11-18_2255.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,19,Could Israel’s war on Gaza provoke regional instability?,2023-11-19_2224.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,19,‘Saw death in every colour’: Palestinians fleeing north Gaza recount horror,2023-11-19_2226.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,19,Israel’s slaughter of Palestinian children must end,2023-11-19_2228.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,19,"Diseases spread in Gaza amid water and sewage crisis, cholera feared",2023-11-19_2232.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,20,Getting away with a call to genocide in Gaza,2023-11-20_2205.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,20,"Israel, Gaza, and the mass production of myths for mass media",2023-11-20_2208.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,20,Macron tells Netanyahu ‘too many civilian losses’ in Israel’s war on Gaza,2023-11-20_2220.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,21,Palestinians in Israel also face a Nakba,2023-11-21_2182.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,21,Have the US and Israel agreed on Gaza’s future?,2023-11-21_2190.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,21,"As people run out of fuel in Gaza, clay ovens are back in demand",2023-11-21_2195.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,21,Keeping Gaza online: Telecom heroes risk life and limb under Israel’s bombs,2023-11-21_2196.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,21,"Why Singapore is ‘friend of all, enemy of none’ in Israel-Gaza war",2023-11-21_2197.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,Dozens from same family killed in Gaza as Israel continues bombardment,2023-11-22_2155.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Hamas deal divides Israel politicians, seen as ‘great harm’, ‘painful’",2023-11-22_2158.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Switzerland moves to ban Hamas, backs Israel’s ‘right to self-defence’",2023-11-22_2159.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Israeli failures, US charades and a negotiated truce",2023-11-22_2160.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,Why has India’s Narendra Modi strengthened ties with Israel?,2023-11-22_2161.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Anxious, optimistic: Families of female Palestinian prisoners await release",2023-11-22_2162.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Israel-Gaza: ‘We all have 13,000 deaths on our conscience’",2023-11-22_2165.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Diaspora Palestinians in Greece fear for relatives in Gaza, long for peace",2023-11-22_2166.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,Ex-Obama adviser says more Palestinian kids should die in Islamophobic rant,2023-11-22_2168.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"US General Petraeus: Israel’s war on Gaza to last for ‘months, not weeks’",2023-11-22_2169.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Israel-Hamas war: List of key events, day 47",2023-11-22_2173.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,Burying the bodies of unidentified victims of Israel’s war on Gaza,2023-11-22_2177.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,World reactions to Israel-Hamas truce,2023-11-22_2178.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,22,"Israel, Hamas agree to truce, paving way for some captives’ release",2023-11-22_2179.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,Spanish PM proposes talks on the establishment of a Palestinian state,2023-11-23_2133.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,A roadmap for the future of Palestine,2023-11-23_2135.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,BBC accused of censoring acts of Gaza solidarity in BAFTA awards coverage,2023-11-23_2136.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,How Palestinians are using art as a form of resistance against Israel,2023-11-23_2143.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,Are the Americans ready for another Iraq?,2023-11-23_2144.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,"Israel-Hamas war: List of key events, day 48",2023-11-23_2145.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,Ex-Obama adviser Stuart Seldowitz arrested after Islamophobic rant,2023-11-23_2147.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,23,‘Important but not enough’: What does Israel-Hamas deal mean for US policy?,2023-11-23_2153.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,24,Egypt’s el-Sisi says future Palestinian state could be ‘demilitarised’,2023-11-24_2116.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,24,"Amid Gaza war, activists in Argentina aim to expel Israeli water company",2023-11-24_2117.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,24,This Israel has no future in the Middle East,2023-11-24_2120.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,24,‘We won’t leave’: Armenians in Jerusalem push back against armed settlers,2023-11-24_2121.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,24,"Israel-Hamas war: List of key events, day 49",2023-11-24_2124.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,25,Is a two-state solution for Israel and Palestine still possible?,2023-11-25_2088.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,25,"Israel-Hamas war: List of key events, day 50",2023-11-25_2097.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,25,‘A place to fly’ – Jenin Freedom Theatre stands defiant amid Israeli raids,2023-11-25_2104.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,25,"Gaza truce holds into second day, more captives to be released",2023-11-25_2105.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,25,Family celebrates return of freed Palestinian prisoner Marah Bakeer,2023-11-25_2106.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,26,"Three Palestinian students shot in Vermont, US amid Israel-Hamas truce",2023-11-26_2078.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,26,It is time the US considers Hamas’s survival in Gaza,2023-11-26_2079.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,26,Biden seeks to expand Israeli access to US weapons stockpile,2023-11-26_2082.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,US rights advocates launch hunger strike for Israel-Hamas ceasefire,2023-11-27_2052.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Israel and Hamas agree to extend truce by two days, Qatar says",2023-11-27_2057.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Empty towns to sea laundry: How war has changed Israel, Palestine",2023-11-27_2058.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,A ceasefire in a time of genocide,2023-11-27_2059.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Fact or Fiction: The propaganda war won’t stop, even during a truce",2023-11-27_2061.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Happily, Joe Biden is finished",2023-11-27_2064.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Three Palestinian students aged 20 shot in Vermont, US: What to know",2023-11-27_2065.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,Vermont police arrest suspect in ‘hate-motivated’ shooting of Palestinians,2023-11-27_2066.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Israel-Hamas war: List of key events, day 52",2023-11-27_2068.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,27,"Barbeques, suspicion and song as Israeli soldiers break from Gaza war",2023-11-27_2072.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,28,Israel arrests almost as many Palestinians as it has released during truce,2023-11-28_2041.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,28,One-star ratings and threats: Review-bombing targets firms amid Gaza war,2023-11-28_2042.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,28,"Disease could kill more in Gaza than bombs, WHO says amid Israeli siege",2023-11-28_2046.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,28,"Israel-Hamas war: List of key events, day 53",2023-11-28_2047.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,28,Gaza truce appears set to extend as Israel receives new list of captives,2023-11-28_2050.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,29,Why are so many Palestinian women being killed in Israel’s war on Gaza?,2023-11-29_2018.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,29,"A Nakba is unfolding in the occupied West Bank, too",2023-11-29_2023.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,29,"As truce holds, people in Gaza venture out to survey destruction",2023-11-29_2034.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,30,COP28: Israel should not be allowed to greenwash its war on Gaza,2023-11-30_1998.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,30,‘Serious doubt’ Israel complying with international law: Spain PM Sanchez,2023-11-30_2004.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,30,‘I am not an anti-Semite’: Pro-Palestine artists cancelled across Europe,2023-11-30_2006.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,30,"Israel-Hamas war: List of key events, day 55",2023-11-30_2007.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,30,‘Palestine will win’: Sri Lanka businesses raise funds for war-ravaged Gaza,2023-11-30_2010.txt,-1,1269,the,to,of,and,2023-11-01
2023,11,30,Progressive US lawmakers renew calls for ceasefire in Israel’s war on Gaza,2023-11-30_2013.txt,-1,1269,the,to,of,and,2023-11-01
2023,12,1,"Clashes over fossil fuels, Gaza war at COP28 climate summit",2023-12-01_1975.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,Is Israel meeting its obligations under the laws of war?,2023-12-01_1976.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,Gaza aid trucks stranded as Israel-Hamas war resumes,2023-12-01_1979.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,Lula faces numerous challenges as Brazil assumes G20 presidency,2023-12-01_1980.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,Israel-Gaza War: Can Hamas be defeated?,2023-12-01_1981.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,Apprehension in Malawi as government sends workers to Israel amid Gaza war,2023-12-01_1982.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,Former ICC chief prosecutor: Israel’s siege of Gaza is a ‘genocide’,2023-12-01_1985.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,‘Where to go?’ Palestinians say nowhere safe as Israel resumes Gaza bombing,2023-12-01_1991.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,"Israel-Hamas war: List of key events, day 56",2023-12-01_1993.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,1,‘I missed my family’: Tears and smiles as Thai captives come home,2023-12-01_1996.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,Can Israel learn from the intelligence failure that led to Hamas attack?,2023-12-02_1956.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,Israel pulls Mossad negotiators from Qatar after ‘impasse’ over captives,2023-12-02_1957.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,It is hypocritical to protest Israel but be silent on Syria and Yemen,2023-12-02_1959.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,"First aid trucks enter Gaza since end of truce, renewed Israeli strikes",2023-12-02_1961.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,"On Palestine, the gap between the US right and left is huge",2023-12-02_1962.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,"Is Israel criminalising Palestinian thoughts too, amid Gaza war?",2023-12-02_1966.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,"Israel-Hamas war: List of key events, day 57",2023-12-02_1969.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,Q&A: UN expert on Australia citizenship-stripping plan and ‘legal fiction’,2023-12-02_1972.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,2,How Democrats are alienating their base by blasting a Gaza war ceasefire,2023-12-02_1973.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,3,UK to start Gaza surveillance flights to locate captives held by Hamas,2023-12-03_1950.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,3,"Israel-Hamas war: List of key events, day 58",2023-12-03_1954.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,4,Will Israel heed US calls to protect civilians or risk ‘strategic failure’?,2023-12-04_1929.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,4,"Finally free, Ubai was among the last Palestinian detainees Israel released",2023-12-04_1934.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,4,There is nowhere safe for children to go in Gaza,2023-12-04_1935.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,4,Israel orders evacuations as onslaught on Gaza widens,2023-12-04_1937.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,4,"Israel-Hamas war: List of key events, day 59",2023-12-04_1939.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,How does Israel compare to failed states?,2023-12-05_1910.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,Israeli army surrounds Khan Younis as southern Gaza attacks intensify,2023-12-05_1911.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,"US sales of Palestinian keffiyehs soar, even as wearers targeted",2023-12-05_1913.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,‘Gaza’s entrepreneurs are being killed by Israel’,2023-12-05_1915.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,Israel-Gaza war: Does the West have the power to stop Israel?,2023-12-05_1918.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,Is Israel’s Gaza bombing also a war on the climate?,2023-12-05_1920.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,"Amid Israel’s onslaught of Gaza, Spain’s leader shows empathy for Palestine",2023-12-05_1924.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,5,Israel and WHO in online row over removal of medical supplies in Gaza,2023-12-05_1925.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,6,Israeli raid kills 22 members of Al Jazeera correspondent’s family in Gaza,2023-12-06_1893.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,6,UN warns of ‘horror’ and ‘atrocities’ as Israel steps up Gaza assault,2023-12-06_1896.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,6,Why is Israel at war with the UN?,2023-12-06_1898.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,6,How Israel is squeezing 1.8 million Palestinians into an airport-sized area,2023-12-06_1900.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,7,Hollywood’s Israel problem,2023-12-07_1878.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,7,"Displacement, death, hunger as Israel’s war on Gaza enters third month",2023-12-07_1885.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,7,"‘No other land is home’: Amid Israel bombs, a Gaza City family won’t leave",2023-12-07_1886.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,8,US vetoes UN resolution calling for Gaza ceasefire,2023-12-08_1854.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,8,Gaza artist going to Ireland ends up trapped in Rafah by Israeli bombs,2023-12-08_1855.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,8,Former Israeli army general on civilian deaths in Gaza,2023-12-08_1857.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,8,"Palestinians detained by Israel in Gaza blindfolded, stripped to underwear",2023-12-08_1859.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,9,Does the US run the risk of complicity in war crimes in Gaza?,2023-12-09_1837.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,9,US skips congressional review for emergency sale of tank shells to Israel,2023-12-09_1839.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,9,‘People are starving’: WFP says humanitarian operation in Gaza ‘collapsing’,2023-12-09_1840.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,9,"Analysis: As Israel escalates Gaza war, its ‘kill-rate’ claims don’t add up",2023-12-09_1841.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,9,"Gaza war unleashes anti-Palestinian, anti-Muslim sentiment in the US",2023-12-09_1843.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,10,Palestinians call for global strike on Monday to demand Gaza ceasefire,2023-12-10_1824.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,10,"Nearly 300 killed in Gaza in 24 hours as Hamas, Netanyahu trade threats",2023-12-10_1825.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,10,Could an Israeli designated safe zone in Gaza become another ‘death zone’?,2023-12-10_1826.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,10,"‘A hand here, a head there’: Israeli warplanes kill dozens in central Gaza",2023-12-10_1828.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,10,Jordan’s foreign minister says Israel aiming ‘to empty Gaza of its people’,2023-12-10_1829.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,11,Is the Israeli video showing the surrender of Hamas fighters in Gaza real?,2023-12-11_1806.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,11,Zara pulls controversial ad from website after Gaza boycott calls,2023-12-11_1809.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,11,Israel continues to pound Gaza as it warns war could continue for ‘months’,2023-12-11_1817.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,12,UN General Assembly votes overwhelmingly in favour of Gaza ceasefire,2023-12-12_1789.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,12,Photos: Israel is bombing starving Palestinians in southern Gaza,2023-12-12_1792.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,12,"Israeli forces launch deadly West Bank raids, pound Gaza ahead of UN vote",2023-12-12_1799.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,12,"‘Like we were lesser humans’: Gaza boys, men recall Israeli arrest, torture",2023-12-12_1800.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,12,Israel-Hamas war updates: UN General Assembly urges Gaza ceasefire,2023-12-12_1803.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,13,How is the Gaza War seen beyond the US and the West?,2023-12-13_1774.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,13,Heavy rains in Gaza worsen misery of Palestinians amid Israeli bombardment,2023-12-13_1777.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,13,UN: Gaza ‘catastrophe’ threatens to raise record global displacement,2023-12-13_1780.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,13,Harsh weather adds to hardships for Palestinians displaced by war,2023-12-13_1788.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,14,How much environmental damage is Israel’s war on Gaza causing?,2023-12-14_1755.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,14,Ireland’s prime minister urges EU leaders to call for Israel-Gaza ceasefire,2023-12-14_1757.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,14,Israel bombards Rafah as pressure mounts over civilian death toll in Gaza,2023-12-14_1758.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,14,Conversations in Israel: A complicated mix of emotions,2023-12-14_1764.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,14,US security official discusses Gaza war with Saudi’s MBS before Israel trip,2023-12-14_1767.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,14,"‘The day after’ in Gaza, rest of Palestine",2023-12-14_1770.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,Israel to reopen Karem Abu Salem to allow humanitarian aid into Gaza,2023-12-15_1736.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,"Watching the watchdogs: Media, law and Gaza genocide",2023-12-15_1737.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,This is what 24 hours of our lives in Gaza look like | Close Up,2023-12-15_1739.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,Israel-Gaza: Does Islamophobia play a part in US foreign policy?,2023-12-15_1740.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,‘War is stupid and I want it to end’: Injured Palestinian children speak,2023-12-15_1741.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,Israel continues Gaza onslaught despite US envoy’s ‘new phase of war’,2023-12-15_1742.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,"UN Humanitarian Chief: ‘Gaza is special, not in a good way’",2023-12-15_1748.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,"Diseases spread in Gaza amid health system collapse, Israeli strikes",2023-12-15_1751.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,15,"US presses Israel on civilian deaths, move to ‘lower intensity’ war in Gaza",2023-12-15_1752.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,16,Israel is taking scorched earth policy to a new level,2023-12-16_1720.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,16,John Mearsheimer: Israel is choosing ‘apartheid’ or ‘ethnic cleansing’,2023-12-16_1723.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,16,Israel keeps the pressure on Gaza as Qatar confirms truce talks,2023-12-16_1725.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,16,"Three brothers in the West Bank, kept apart by Israel’s war",2023-12-16_1729.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,17,France condemns killing of its worker in Israeli strike in Gaza’s Rafah,2023-12-17_1709.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,18,Hamas video shows elderly Israeli captives pleading for release,2023-12-18_1693.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,18,Is the US complicit in the dire humanitarian crisis in Gaza?,2023-12-18_1694.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,18,Austin says US support for Israel unshakeable as Gaza ceasefire calls grow,2023-12-18_1695.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,18,Israel accused of wielding starvation as a weapon of war against Gaza,2023-12-18_1698.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,18,Volunteers help Palestinian citizens of Israel harvest amid Gaza war,2023-12-18_1700.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,19,UN Security Council in intense negotiations on Gaza humanitarian resolution,2023-12-19_1688.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,20,"Gaza death toll surpasses 20,000 as UN Security Council delays vote on aid",2023-12-20_1671.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,20,Why the war on Gaza is not making Israel safer,2023-12-20_1672.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,20,‘Barely a drop’: UN warns water shortages a deadly risk for Gaza children,2023-12-20_1676.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,20,"‘No safe place’: Jenin’s Freedom Theatre raided, daubed with Star of David",2023-12-20_1680.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,21,Could Israel’s war on Gaza cause a wider conflict?,2023-12-21_1655.txt,-1,1269,the,to,of,and,2023-12-01
2023,12,21,It is time the labour movement takes a stand for Palestine,2023-12-21_1659.txt,-1,1269,the,to,of,and,2023-12-01
