year,month,day,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,date,Month,Topic_Label
2023,12,18,‘Bloodbath’: Israel continues to target Gaza hospitals and civilians,2023-12-18_1699.txt,3,130,hospital,patients,medical,hospitals,2023-12-01,2023-12-01,"hospital, patients, medical, hospitals"
2023,12,19,‘We have a duty’: US doctor says ceasefire an ‘ethical imperative’ in Gaza,2023-12-19_1684.txt,3,130,hospital,patients,medical,hospitals,2023-12-01,2023-12-01,"hospital, patients, medical, hospitals"
2023,12,21,"No functional hospital left in northern Gaza, WHO says",2023-12-21_1658.txt,3,130,hospital,patients,medical,hospitals,2023-12-01,2023-12-01,"hospital, patients, medical, hospitals"
2023,12,24,"50,000 women pregnant in Gaza amid ‘decimation’ of its health system",2023-12-24_1621.txt,3,130,hospital,patients,medical,hospitals,2023-12-01,2023-12-01,"hospital, patients, medical, hospitals"
2023,10,8,"US to hike military aid, send military ships and aircraft closer to Israel",2023-10-08_3287.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,10,Will global oil prices keep rising due to the Israel-Hamas war?,2023-10-10_3254.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,11,US death toll in Israel-Hamas war rises to 22: Officials,2023-10-11_3211.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,12,Israel cripples Syria’s two main airports in strikes: Syrian state media,2023-10-12_3187.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,12,Analysis: What will Israel do with all its mobilised soldiers?,2023-10-12_3192.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,15,Iran warns Israel of regional escalation if Gaza ground offensive launched,2023-10-15_3113.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,16,Can Lebanon’s Hezbollah afford to go to war with Israel?,2023-10-16_3090.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,17,Iran’s Khamenei demands Israel stop bombardment of Gaza,2023-10-17_3057.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,17,Biden to visit Israel as Gaza faces humanitarian catastrophe,2023-10-17_3070.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,17,Iran warns of ‘preemptive’ action against Israel amid Gaza war,2023-10-17_3072.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,18,What can Biden’s Israel visit accomplish after Gaza hospital bombing?,2023-10-18_3043.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,19,"US, UK, Germany tell citizens to leave Lebanon as regional tensions rise",2023-10-19_2988.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,20,US forces repel Middle East attacks as Israel-Hamas war threatens spillover,2023-10-20_2976.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,22,"Syria says Israel hit Damascus, Aleppo airports again amid Gaza bombing",2023-10-22_2930.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,24,What’s the extent of US military aid to Israel in its war on Gaza?,2023-10-24_2875.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,25,"As US resists ceasefire calls, what is Biden’s endgame in Gaza?",2023-10-25_2852.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,27,"US attacks facilities in Syria linked to Iran, Pentagon says",2023-10-27_2820.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,28,Hamas’s attack on Israel has changed the Middle East,2023-10-28_2767.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,30,Analysis: The foreign factors in Israel’s war on Gaza,2023-10-30_2722.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,10,31,Is the trajectory of Lebanon-Israel border conflict changing?,2023-10-31_2695.txt,4,104,iran,iranian,syria,us,2023-10-01,2023-10-01,"iran, iranian, syria, us"
2023,11,1,Iran’s Khamenei calls for boycott of Israel amid Gaza bombardment,2023-11-01_2670.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,3,Hezbollah’s Hassan Nasrallah speech on Israel-Hamas war: Key takeaways,2023-11-03_2599.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,3,"Analysis: Israel’s Gaza bombing campaign is proving costly, for Israel",2023-11-03_2601.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,3,"Pirates, emperors and the Middle East axes of evil",2023-11-03_2612.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,4,Iranian President: The Palestinian cause is ‘a necessity’,2023-11-04_2583.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,6,"Iran and Israel: From allies to archenemies, how did they get here?",2023-11-06_2541.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,6,US nuclear sub offers show of force in the Middle East,2023-11-06_2544.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,10,Analysis: Why Biden is pressuring Israel on Gaza ‘humanitarian pauses’,2023-11-10_2420.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,10,US troops face further attacks in Iraq,2023-11-10_2438.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,12,Five US military service members killed in Mediterranean plane crash,2023-11-12_2382.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,14,US and Iran-backed groups trade fire in Syria. Will it get worse?,2023-11-14_2342.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,19,Iran unveils upgraded hypersonic missile as Khamenei touts Israel ‘failure’,2023-11-19_2229.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,20,"Analysis: Can the US, Israel stop Yemen’s Houthis from seizing more ships?",2023-11-20_2202.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,11,29,"New US sanctions target illicit financial network aiding Iran, military",2023-11-29_2016.txt,4,104,iran,iranian,syria,us,2023-11-01,2023-11-01,"iran, iranian, syria, us"
2023,12,4,Iran’s Kharazi: Defining red lines before an Israeli aggression,2023-12-04_1938.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,8,Rockets fired towards US embassy in Iraqi capital’s Green Zone,2023-12-08_1868.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,10,Is Syria’s al-Assad supporting Hamas for political gain or optics?,2023-12-10_1833.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,14,Iraq links Baghdad US embassy attackers to security services,2023-12-14_1763.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,22,Watching the watchdogs: Why the West misinterprets Middle East power shifts,2023-12-22_1642.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,26,Could Israel’s Gaza war drag Iraq into another conflict?,2023-12-26_1597.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,30,Israeli air raids target Syrian city of Aleppo as regional tensions rise,2023-12-30_1552.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,12,31,Netanyahu says Gaza-Egypt border zone should be under Israeli control,2023-12-31_1551.txt,4,104,iran,iranian,syria,us,2023-12-01,2023-12-01,"iran, iranian, syria, us"
2023,10,12,At least 45 Palestinians killed in Israeli strike on Gaza refugee camp,2023-10-12_3175.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,13,Palestinians flee their homes towards southern Gaza after Israeli order,2023-10-13_3152.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,13,What Gaza infrastructure has been damaged since Israel declared war?,2023-10-13_3161.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,13,Israel attacks on Gaza refugee camp kills dozens of Palestinians,2023-10-13_3167.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,14,Palestinians fleeing Gaza’s north face air attacks in southern Khan Younis,2023-10-14_3127.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,16,"Hamas warns of environmental crisis as 1,000 bodies still under Gaza rubble",2023-10-16_3100.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,17,‘Bodies all around’ as Israeli air raids hit homes in Khan Younis and Rafah,2023-10-17_3063.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,19,Khan Younis homes in southern Gaza levelled by deadly Israeli bombardment,2023-10-19_3007.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,22,Israeli air attacks kill 30 in Gaza’s Jabalia refugee camp: Civil defence,2023-10-22_2917.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,22,South of Gaza Strip pounded by air strikes as civilians seek refuge,2023-10-22_2923.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,22,"Israeli air raids kill at least 55 in Gaza overnight, Hamas says",2023-10-22_2931.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,23,"Gaza death toll tops 5,000, nearly half of them children: Officials",2023-10-23_2905.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,23,Where are Gaza’s neighbourhoods destroyed by Israel?,2023-10-23_2908.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,25,"Israeli air raids flatten homes, kill dozens at a time in southern Gaza",2023-10-25_2864.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,27,UN says Gaza Health Ministry death tolls in previous wars ‘credible’,2023-10-27_2793.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,27,Israeli bombing levels a residential square on Gaza City’s Jalaa Street,2023-10-27_2811.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,27,"Israeli air strikes kill dozens in Gaza overnight, Palestinian sources say",2023-10-27_2816.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,28,"Mass graves, unclaimed bodies: Israel’s war robs Gazans of funeral rites",2023-10-28_2766.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,28,"Communication blackout, fuel shortages worsen the situation in Gaza",2023-10-28_2770.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,30,Heavy clashes as Israeli tanks briefly reach Gaza City outskirts,2023-10-30_2732.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,30,"Nameless on Earth, known in heaven: Victims of Israeli bombs buried in Gaza",2023-10-30_2735.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,31,"Shopping, queuing for bread, looking for water: Life in Gaza City continues",2023-10-31_2685.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,31,Photos: Dozens killed in Israeli air attack on Jabalia refugee camp in Gaza,2023-10-31_2689.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,31,Dozens killed in Israeli air attack on Jabalia refugee camp: Gaza official,2023-10-31_2693.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,10,31,"In Rafah, Israeli bombing shatters buildings, shatters lives",2023-10-31_2697.txt,5,101,gaza,people,killed,younis,2023-10-01,2023-10-01,"gaza, people, killed, younis"
2023,11,2,Gaza authorities say 15 killed in Israeli strike on Bureij refugee camp,2023-11-02_2635.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,5,"Israel bombs al-Maghazi refugee camp, killing dozens, Gaza officials say",2023-11-05_2570.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,6,Palestinians flee massacre as Israel bombs al-Maghazi refugee camp,2023-11-06_2528.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,6,"Photos: In Gaza, grieving continues as Israel strikes refugee camps",2023-11-06_2550.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,7,US says does not support Israeli ‘reoccupation’ of Gaza after war,2023-11-07_2502.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,8,Thousands flee northern Gaza in ‘desperate journey’ during Israel war,2023-11-08_2481.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,8,"More Israeli attacks, more death and destruction in Gaza",2023-11-08_2498.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,9,"As Israel bombs and food runs out, thousands flee to southern Gaza",2023-11-09_2466.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,10,Tens of thousands flee on foot as UN says north of Gaza is ‘hell on earth’,2023-11-10_2418.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,10,At least 25 people killed in Israeli attacks on Gaza City school,2023-11-10_2419.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,10,Israeli bombardments damage more than half of Gaza’s housing units,2023-11-10_2433.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,11,Israeli attacks target Rafah as tens of thousands flee to south Gaza,2023-11-11_2397.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,15,"As Israel’s war on Gaza rages, humanitarian crisis worsens",2023-11-15_2323.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,18,No end to Palestinian suffering with no end to Israel’s war on Gaza,2023-11-18_2238.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,18,Israeli air strikes kill 28 Palestinians in southern Gaza,2023-11-18_2248.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,21,Intense Israeli air strikes hit Gaza amid growing signs of truce,2023-11-21_2183.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,21,Hospitals in northern Gaza completely out of service: Health official,2023-11-21_2189.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,23,Hamas says 30 killed in Israeli attack on UN school ahead of Gaza truce,2023-11-23_2131.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,23,Israel steps up attacks on Gaza before truce,2023-11-23_2150.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,24,Palestinians return to destroyed homes in Gaza as Israel-Hamas truce begins,2023-11-24_2118.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,11,24,"Israel pounds Gaza ahead of truce, killing and injuring dozens",2023-11-24_2127.txt,5,101,gaza,people,killed,younis,2023-11-01,2023-11-01,"gaza, people, killed, younis"
2023,12,1,"Palestinians flee homes, dig in rubble as Israel resumes strikes on Gaza",2023-12-01_1990.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,1,Israeli air strikes pound Gaza as truce with Hamas ends,2023-12-01_1995.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,2,Photos: More deaths and destruction as Israel targets southern Gaza,2023-12-02_1955.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,2,‘Hell on Earth’ in Gaza: Israel strikes hit Deir el-Balah,2023-12-02_1958.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,3,"From north to south, nowhere safe in Gaza as 700 killed in 24 hours",2023-12-03_1947.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,3,Over 700 killed in last 24 hours as Israel intensifies strikes,2023-12-03_1951.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,4,"Telecommunications, internet down in Gaza as Israeli strikes intensify",2023-12-04_1930.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,4,"Israel asks Palestinians to evacuate, but is any place safe in Gaza?",2023-12-04_1932.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,5,Searching for survivors after Israeli attack on central Gaza building,2023-12-05_1909.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,5,Israel intensifies strikes on Gaza’s second-largest city,2023-12-05_1919.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,5,Northern Gaza hospital ‘overwhelmed by horror’ as Israeli army lays siege,2023-12-05_1922.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,6,"Israel army in most intense combat in Gaza war, no safe place to evacuate",2023-12-06_1901.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,7,Photos: Death and devastation in Gaza after two months of Israel-Hamas war,2023-12-07_1876.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,7,Humanitarian conditions in Gaza near collapse as Israeli attacks intensify,2023-12-07_1889.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,8,No end in sight as death toll rises in Gaza and Israel escalates attacks,2023-12-08_1867.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,9,"Two teenagers killed, 15 detained in Israeli raids in occupied West Bank",2023-12-09_1844.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,12,What is the situation in Gaza’s Khan Younis as Israel intensifies attacks?,2023-12-12_1793.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,15,Israeli air attack on residential home in Rafah kills four Palestinians,2023-12-15_1731.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,17,At least 90 killed in latest Israeli attacks on Gaza’s Jabalia refugee camp,2023-12-17_1705.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,18,Israeli attacks continue as calls for a ceasefire in Gaza grow,2023-12-18_1702.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,19,Photos: Dozens killed in air strikes as Israel intensifies assault on Gaza,2023-12-19_1682.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,21,Israel continues deadly attacks on Gaza amid hopes for another truce,2023-12-21_1669.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,23,More than 200 dead in 24 hours in Gaza as Israeli raids turn ‘more intense’,2023-12-23_1632.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,24,Palestinians flee homes in central Gaza after Israeli evacuation order,2023-12-24_1629.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,25,Gaza’s Maghazi refugee camp in ruins after deadly Israeli attack,2023-12-25_1604.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,25,Photos: The staggering human toll of Israel’s war on Gaza,2023-12-25_1614.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,26,Classroom massacre: Survivors say Israel executed innocents in Gaza school,2023-12-26_1603.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,27,Six killed in Israeli strike on refugee camp in occupied West Bank,2023-12-27_1590.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,28,Israel says improper munitions cause of high death toll in Maghazi attack,2023-12-28_1571.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,12,28,No safe place for Palestinians in Gaza as Israel widens offensive,2023-12-28_1578.txt,5,101,gaza,people,killed,younis,2023-12-01,2023-12-01,"gaza, people, killed, younis"
2023,10,31,"Yemen’s Houthis say they launched ballistic missiles, drones at Israel",2023-10-31_2701.txt,6,97,houthis,houthi,sea,yemen,2023-10-01,2023-10-01,"houthis, houthi, sea, yemen"
2023,11,2,"Analysis: Houthis declare war on Israel, but their real target is elsewhere",2023-11-02_2633.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,9,"Why did Yemen’s Houthis launch attack on Israel, will it help Gaza?",2023-11-09_2465.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,14,Yemen’s Houthis say they fired ballistic missiles towards Israel,2023-11-14_2333.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,19,Yemen’s Houthi rebels seize cargo ship in Red Sea,2023-11-19_2227.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,20,What’s the impact of the Houthis hijacking a ship in the Red Sea?,2023-11-20_2199.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,20,Japan seeking talks with Houthi hijackers of Red Sea Israeli-linked ship,2023-11-20_2214.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,21,US considers redesignating Houthis as ‘terror’ group after ship seizure,2023-11-21_2181.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,23,US warship cruising Red Sea shoots down attack drones fired from Yemen,2023-11-23_2146.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,25,Israeli-owned ship targeted in suspected drone attack: Reports,2023-11-25_2101.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,27,US says Somali pirates likely behind attempted tanker seizure near Yemen,2023-11-27_2055.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,11,27,US Navy thwarts seizure of Israel-linked cargo ship,2023-11-27_2071.txt,6,97,houthis,houthi,sea,yemen,2023-11-01,2023-11-01,"houthis, houthi, sea, yemen"
2023,12,3,Yemen’s Houthis say they targeted two Israeli ships in Red Sea: Report,2023-12-03_1945.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,4,Yemen’s Houthis target Israel-linked ships in Red Sea. Here’s what to know,2023-12-04_1936.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,7,US targets Houthi funding network following attacks on commercial ships,2023-12-07_1875.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,9,Yemen’s Houthis warn they will target all Israel-bound ships in Red Sea,2023-12-09_1838.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,13,Analysis: Is the Houthi threat to world order worse than the war on Gaza?,2023-12-13_1779.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,13,US shoots down ‘aerial vehicle’ launched from Yemen’s Houthi-held area,2023-12-13_1783.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,15,Shipping companies pause Red Sea journeys after Houthi attacks,2023-12-15_1744.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,16,"US, UK say they shot down 15 drones from Yemen’s Houthis over Red Sea",2023-12-16_1717.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,16,"Iran-aligned Houthis warn Israel, US against attacking Yemen",2023-12-16_1727.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,18,Yemen’s Houthis say they attacked two more vessels in the Red Sea,2023-12-18_1697.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,19,Can the US-led maritime force stop Yemen’s Houthi attacks during Gaza war?,2023-12-19_1685.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,19,Yemen’s Houthis ‘will not stop’ Red Sea attacks until Israel ends Gaza war,2023-12-19_1686.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,19,US announces 10-nation force to counter Houthi attacks in Red Sea,2023-12-19_1691.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,20,Are Houthi Red Sea attacks hurting Israel and disrupting global trade?,2023-12-20_1674.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
2023,12,20,Malaysia bans Israel-flagged ships from its ports in response to Gaza war,2023-12-20_1677.txt,6,97,houthis,houthi,sea,yemen,2023-12-01,2023-12-01,"houthis, houthi, sea, yemen"
